#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,C-47100,T,T02,4,2,7514,Delivery and courier service drivers,Chauffeurs-livreurs/chauffeuses-livreuses - services de livraison et de messagerie
Program,C-47100,T,T02,4,2,7535,Other automotive mechanical installers and servicers,Autres préposés/préposées à la pose et à l'entretien des pièces mécaniques d'automobiles
Program,C-47100,T,T02,4,2,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-47100,T,T02,4,2,7621,Public works and maintenance labourers,Manoeuvres à l'entretien des travaux publics
Program,C-47100,T,T02,4,2,8431,General farm workers,Ouvriers/ouvrières agricoles
Program,C-47100,T,T02,4,2,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-47100,T,T02,4,2,9611,Labourers in mineral and metal processing,Manoeuvres dans le traitement des métaux et des minerais
Program,C-47100,T,T02,4,2,9619,"Other labourers in processing, manufacturing and utilities","Autres manoeuvres des services de transformation, de fabrication et d'utilité publique"
Program,C-47600,T,T04,4,3,6322,Cooks,Cuisiniers/cuisinières
Program,C-47600,T,T04,3,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-47600,T,T04,1,33,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-47600,T,T04,5,2,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,C-47600,T,T04,2,15,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-47610,T,T04,2,8,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-47610,T,T04,2,8,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-47610,T,T04,2,8,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-47610,T,T04,1,27,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-47610,T,T04,2,8,9619,"Other labourers in processing, manufacturing and utilities","Autres manoeuvres des services de transformation, de fabrication et d'utilité publique"
Program,C-47700,T,T04,4,6,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-47700,T,T04,4,6,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des autres métiers de la construction et des services de réparation et d'installation
Program,C-47700,T,T04,1,33,7281,Bricklayers,Briqueteurs-maçons/briqueteuses-maçonnes
Program,C-47700,T,T04,2,17,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-47700,T,T04,3,7,8612,Landscaping and grounds maintenance labourers,Manoeuvres en aménagement paysager et en entretien des terrains
Program,C-48200,T,T04,3,6,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-48200,T,T04,4,5,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-48200,T,T04,5,5,7251,Plumbers,Plombiers/plombières
Program,C-48200,T,T04,1,17,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-48200,T,T04,2,14,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-48202,T,T04,4,4,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires"
Program,C-48202,T,T04,4,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-48202,T,T04,4,4,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-48202,T,T04,1,24,7371,Crane operators,Grutiers/grutières
Program,C-48202,T,T04,3,7,7452,Material handlers,Manutentionnaires
Program,C-48202,T,T04,2,17,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,C-48205,T,T04,3,6,711,Construction managers,Directeurs/directrices de la construction
Program,C-48205,T,T04,3,6,1224,Property administrators,Agents/agentes de gestion immobilière
Program,C-48205,T,T04,3,6,2233,Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication
Program,C-48205,T,T04,2,9,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-48205,T,T04,1,27,7271,Carpenters,Charpentiers-menuisiers/charpentières-menuisières
Program,C-48206,T,T04,1,25,712,Home building and renovation managers,Gestionnaires et rénovateurs/rénovatrices en construction domiciliaire
Program,C-48206,T,T04,1,25,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
Program,C-48206,T,T04,1,25,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,C-48206,T,T04,1,25,6733,"Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles
Program,C-49100,T,T10,4,4,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-49100,T,T10,4,4,6733,"Janitors, caretakers and building superintendents",Concierges et surintendants/surintendantes d'immeubles
Program,C-49100,T,T10,2,10,7313,Refrigeration and air conditioning mechanics,Mécaniciens/mécaniciennes en réfrigération et en climatisation
Program,C-49100,T,T10,1,23,9241,Power engineers and power systems operators,Mécaniciens/mécaniciennes de centrales et opérateurs/opératrices de réseaux énergiques
Program,C-49100,T,T10,3,8,9243,Water and waste treatment plant operators,Opérateurs/opératrices d'installations du traitement de l'eau et des déchets
Program,C-49403,A,A01,2,20,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,C-49403,A,A01,3,10,2174,Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs
Program,C-49403,A,A01,3,10,2175,Web designers and developers,Concepteurs/conceptrices et développeurs/développeuses Web
Program,C-49403,A,A01,3,10,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,C-49403,A,A01,1,40,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,C-49403,A,A01,3,10,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,C-49625,A,A09,5,5,6211,Retail sales supervisors,Superviseurs/superviseures des ventes - commerce de détail
Program,C-49625,A,A09,3,8,6322,Cooks,Cuisiniers/cuisinières
Program,C-49625,A,A09,3,8,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-49625,A,A09,5,5,6611,Cashiers,Caissiers/caissières
Program,C-49625,A,A09,1,18,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-49625,A,A09,2,11,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-49625,A,A09,5,5,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,C-49651,A,A09,1,100,6321,Chefs,Chefs
Program,C-49652,A,A09,2,17,1522,Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces
Program,C-49652,A,A09,2,17,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-49652,A,A09,2,17,6611,Cashiers,Caissiers/caissières
Program,C-49652,A,A09,2,17,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-49652,A,A09,1,33,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-59650,A,A14,4,7,4214,Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance
Program,C-59650,A,A14,5,6,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,C-59650,A,A14,2,8,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,C-59650,A,A14,1,25,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,C-59650,A,A14,2,8,6731,Light duty cleaners,Préposés/préposées à l'entretien ménager et au nettoyage - travaux légers
Program,D-50100,B,B07,2,13,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,D-50100,B,B07,1,20,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,D-50100,B,B07,3,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,D-50100,B,B07,4,4,6611,Cashiers,Caissiers/caissières
Program,D-50100,B,B07,5,3,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,D-50102,B,B07,3,4,1111,Financial auditors and accountants,Vérificateurs/vérificatrices et comptables
Program,D-50102,B,B07,2,28,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,D-50102,B,B07,1,32,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,D-50102,B,B07,5,2,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,D-50102,B,B07,5,2,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,D-50102,B,B07,4,3,6611,Cashiers,Caissiers/caissières
Program,D-50104,B,B07,4,4,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,D-50104,B,B07,3,8,1311,Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres
Program,D-50104,B,B07,1,17,1431,Accounting and related clerks,Commis à la comptabilité et personnel assimilé
Program,D-50104,B,B07,2,16,1432,Payroll clerks,Commis à la paye
Program,D-50104,B,B07,4,4,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-50200,B,B06,2,6,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50200,B,B06,3,4,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,D-50200,B,B06,1,9,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,D-50200,B,B06,4,3,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,D-50200,B,B06,5,3,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-50201,B,B07,1,11,1114,Other financial officers,Autres agents financiers/agentes financières
Program,D-50201,B,B07,3,7,6235,Financial sales representatives,Représentants/représentantes des ventes financières
Program,D-50201,B,B07,3,7,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,D-50201,B,B07,2,9,6551,Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières
Program,D-50201,B,B07,5,6,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-50202,B,B06,5,4,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,D-50202,B,B06,4,4,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,D-50202,B,B06,2,5,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,D-50202,B,B06,1,10,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,D-50202,B,B06,3,5,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,D-50217,B,B06,1,100,6623,Other sales related occupations,Autre personnel assimilé des ventes
Program,D-50222,B,B02,4,5,1241,Administrative assistants,Adjoints administratifs/adjointes administratives
Program,D-50222,B,B02,1,42,1243,Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales
Program,D-50222,B,B02,2,12,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,D-50222,B,B02,3,11,1414,Receptionists,Réceptionnistes
Program,D-50222,B,B02,5,3,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,D-50223,B,B11,3,5,1121,Human resources professionals,Professionnels/professionnelles en ressources humaines
